0.0001,0.00060856
0.010099,0.40304
0.020098,1.4048
0.030097,1.7089
0.040096,2.703
0.050095,2.4718
0.060094,6.1076
0.070093,13.234
0.080092,8.2327
0.090091,1.6018
0.10009,1.0284
0.11009,0.86204
0.12009,0.97265
0.13009,1.066
0.14009,1.3983
0.15008,1.647
0.16008,1.5321
0.17008,1.9232
0.18008,2.361
0.19008,3.1089
0.20008,4.1984
0.21008,4.9768
0.22008,7.2638
0.23008,10.167
0.24008,8.7663
0.25008,16.545
0.26007,25.693
0.27007,26.556
0.28007,20.522
0.29007,24.342
0.30007,33.757
0.31007,23.755
0.32007,20.64
0.33007,18.628
0.34007,13.225
0.35007,11.507
0.36006,12.434
0.37006,11.231
0.38006,8.7424
0.39006,9.1709
0.40006,8.4643
0.41006,8.298
0.42006,7.6152
0.43006,8.1289
0.44006,8.4129
0.45006,9.0408
0.46005,9.1713
0.47005,9.7283
0.48005,11.054
0.49005,10.767
0.50005,11.303
0.51005,12.891
0.52005,13.696
0.53005,14.279
0.54005,17.108
0.55005,18.252
0.56004,20.008
0.57004,19.59
0.58004,22.68
0.59004,22.684
0.60004,23.665
0.61004,29.893
0.62004,30.969
0.63004,31.754
0.64004,31.711
0.65004,33.149
0.66003,31.053
0.67003,32.262
0.68003,31.461
0.69003,32.083
0.70003,34.453
0.71003,31.839
0.72003,33.023
0.73003,31.448
0.74003,32.352
0.75003,29.386
0.76002,33.322
0.77002,30.29
0.78002,33.675
0.79002,32.033
0.80002,27.854
0.81002,28.346
0.82002,27.896
0.83002,33.146
0.84002,31.867
0.85002,28.463
0.86001,31.448
0.87001,33.165
0.88001,33.753
0.89001,27.952
0.90001,31.849
0.91001,32.496
0.92001,30.669
0.93001,30.824
0.94001,32.956
0.95001,32.908
0.96,34.095
0.97,33.404
0.98,30.854
0.99,34.269
